benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,427,v5_job_title__occ_072_v3balanced_occ_012__msa_job_ad_title,Healthcare,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: معالج نفسي.,عنوان الوظيفة في الإعلان: معالجة نفسية.,37,39,-2,2,6,6,0,0,False,معالج نفسي,معالجة نفسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,428,v5_job_title__occ_072_v3balanced_occ_012__msa_hr_record_title,Healthcare,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: معالج نفسي.,المسمى المهني المسجل في ملف الموارد البشرية: معالجة نفسية.,56,58,-2,2,9,9,0,0,False,معالج نفسي,معالجة نفسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,429,v5_job_title__occ_072_v3balanced_occ_012__egy_cv_job_title,Healthcare,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: معالج نفسي.,المسمى الوظيفي في الـ CV: معالجة نفسية.,37,39,-2,2,7,7,0,0,False,معالج نفسي,معالجة نفسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,430,v5_job_title__occ_072_v3balanced_occ_012__egy_job_ad_title,Healthcare,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: معالج نفسي.,عنوان الشغل في الإعلان: معالجة نفسية.,35,37,-2,2,6,6,0,0,False,معالج نفسي,معالجة نفسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,431,v5_job_title__occ_072_v3balanced_occ_012__egy_profile_job_title,Healthcare,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: معالج نفسي.,الوظيفة المكتوبة في البروفايل: معالجة نفسية.,42,44,-2,2,6,6,0,0,False,معالج نفسي,معالجة نفسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,432,v5_job_title__occ_073_v3balanced_occ_041__msa_cv_job_title,Healthcare,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: أخصائي أشعة.,المسمى الوظيفي في السيرة الذاتية: أخصائية أشعة.,46,47,-1,1,7,7,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,433,v5_job_title__occ_073_v3balanced_occ_041__msa_job_ad_title,Healthcare,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: أخصائي أشعة.,عنوان الوظيفة في الإعلان: أخصائية أشعة.,38,39,-1,1,6,6,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,434,v5_job_title__occ_073_v3balanced_occ_041__msa_hr_record_title,Healthcare,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: أخصائي أشعة.,المسمى المهني المسجل في ملف الموارد البشرية: أخصائية أشعة.,57,58,-1,1,9,9,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,435,v5_job_title__occ_073_v3balanced_occ_041__egy_cv_job_title,Healthcare,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: أخصائي أشعة.,المسمى الوظيفي في الـ CV: أخصائية أشعة.,38,39,-1,1,7,7,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,436,v5_job_title__occ_073_v3balanced_occ_041__egy_job_ad_title,Healthcare,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: أخصائي أشعة.,عنوان الشغل في الإعلان: أخصائية أشعة.,36,37,-1,1,6,6,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,437,v5_job_title__occ_073_v3balanced_occ_041__egy_profile_job_title,Healthcare,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: أخصائي أشعة.,الوظيفة المكتوبة في البروفايل: أخصائية أشعة.,43,44,-1,1,6,6,0,0,False,أخصائي أشعة,أخصائية أشعة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,438,v5_job_title__occ_074_v3balanced_occ_029__msa_cv_job_title,Legal_Government,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: دبلوماسي.,المسمى الوظيفي في السيرة الذاتية: دبلوماسية.,43,44,-1,1,6,6,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,439,v5_job_title__occ_074_v3balanced_occ_029__msa_job_ad_title,Legal_Government,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: دبلوماسي.,عنوان الوظيفة في الإعلان: دبلوماسية.,35,36,-1,1,5,5,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,440,v5_job_title__occ_074_v3balanced_occ_029__msa_hr_record_title,Legal_Government,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: دبلوماسي.,المسمى المهني المسجل في ملف الموارد البشرية: دبلوماسية.,54,55,-1,1,8,8,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,441,v5_job_title__occ_074_v3balanced_occ_029__egy_cv_job_title,Legal_Government,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: دبلوماسي.,المسمى الوظيفي في الـ CV: دبلوماسية.,35,36,-1,1,6,6,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,442,v5_job_title__occ_074_v3balanced_occ_029__egy_job_ad_title,Legal_Government,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: دبلوماسي.,عنوان الشغل في الإعلان: دبلوماسية.,33,34,-1,1,5,5,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,443,v5_job_title__occ_074_v3balanced_occ_029__egy_profile_job_title,Legal_Government,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: دبلوماسي.,الوظيفة المكتوبة في البروفايل: دبلوماسية.,40,41,-1,1,5,5,0,0,False,دبلوماسي,دبلوماسية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,444,v5_job_title__occ_075_v3balanced_occ_055__msa_cv_job_title,Legal_Government,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: موظف حكومي.,المسمى الوظيفي في السيرة الذاتية: موظفة حكومية.,45,47,-2,2,7,7,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,445,v5_job_title__occ_075_v3balanced_occ_055__msa_job_ad_title,Legal_Government,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: موظف حكومي.,عنوان الوظيفة في الإعلان: موظفة حكومية.,37,39,-2,2,6,6,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,446,v5_job_title__occ_075_v3balanced_occ_055__msa_hr_record_title,Legal_Government,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: موظف حكومي.,المسمى المهني المسجل في ملف الموارد البشرية: موظفة حكومية.,56,58,-2,2,9,9,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,447,v5_job_title__occ_075_v3balanced_occ_055__egy_cv_job_title,Legal_Government,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: موظف حكومي.,المسمى الوظيفي في الـ CV: موظفة حكومية.,37,39,-2,2,7,7,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,448,v5_job_title__occ_075_v3balanced_occ_055__egy_job_ad_title,Legal_Government,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: موظف حكومي.,عنوان الشغل في الإعلان: موظفة حكومية.,35,37,-2,2,6,6,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,449,v5_job_title__occ_075_v3balanced_occ_055__egy_profile_job_title,Legal_Government,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: موظف حكومي.,الوظيفة المكتوبة في البروفايل: موظفة حكومية.,42,44,-2,2,6,6,0,0,False,موظف حكومي,موظفة حكومية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,450,v5_job_title__occ_076_v3balanced_occ_031__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: صحفي.,المسمى الوظيفي في السيرة الذاتية: صحفية.,39,40,-1,1,6,6,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,451,v5_job_title__occ_076_v3balanced_occ_031__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: صحفي.,عنوان الوظيفة في الإعلان: صحفية.,31,32,-1,1,5,5,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,452,v5_job_title__occ_076_v3balanced_occ_031__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: صحفي.,المسمى المهني المسجل في ملف الموارد البشرية: صحفية.,50,51,-1,1,8,8,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,453,v5_job_title__occ_076_v3balanced_occ_031__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: صحفي.,المسمى الوظيفي في الـ CV: صحفية.,31,32,-1,1,6,6,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,454,v5_job_title__occ_076_v3balanced_occ_031__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: صحفي.,عنوان الشغل في الإعلان: صحفية.,29,30,-1,1,5,5,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,455,v5_job_title__occ_076_v3balanced_occ_031__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: صحفي.,الوظيفة المكتوبة في البروفايل: صحفية.,36,37,-1,1,5,5,0,0,False,صحفي,صحفية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,456,v5_job_title__occ_077_v3balanced_occ_032__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: كاتب.,المسمى الوظيفي في السيرة الذاتية: كاتبة.,39,40,-1,1,6,6,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,457,v5_job_title__occ_077_v3balanced_occ_032__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: كاتب.,عنوان الوظيفة في الإعلان: كاتبة.,31,32,-1,1,5,5,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,458,v5_job_title__occ_077_v3balanced_occ_032__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: كاتب.,المسمى المهني المسجل في ملف الموارد البشرية: كاتبة.,50,51,-1,1,8,8,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,459,v5_job_title__occ_077_v3balanced_occ_032__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: كاتب.,المسمى الوظيفي في الـ CV: كاتبة.,31,32,-1,1,6,6,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,460,v5_job_title__occ_077_v3balanced_occ_032__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: كاتب.,عنوان الشغل في الإعلان: كاتبة.,29,30,-1,1,5,5,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,461,v5_job_title__occ_077_v3balanced_occ_032__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: كاتب.,الوظيفة المكتوبة في البروفايل: كاتبة.,36,37,-1,1,5,5,0,0,False,كاتب,كاتبة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,462,v5_job_title__occ_078_v3balanced_occ_033__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مصمم.,المسمى الوظيفي في السيرة الذاتية: مصممة.,39,40,-1,1,6,6,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,463,v5_job_title__occ_078_v3balanced_occ_033__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مصمم.,عنوان الوظيفة في الإعلان: مصممة.,31,32,-1,1,5,5,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,464,v5_job_title__occ_078_v3balanced_occ_033__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مصمم.,المسمى المهني المسجل في ملف الموارد البشرية: مصممة.,50,51,-1,1,8,8,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,465,v5_job_title__occ_078_v3balanced_occ_033__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مصمم.,المسمى الوظيفي في الـ CV: مصممة.,31,32,-1,1,6,6,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,466,v5_job_title__occ_078_v3balanced_occ_033__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مصمم.,عنوان الشغل في الإعلان: مصممة.,29,30,-1,1,5,5,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,467,v5_job_title__occ_078_v3balanced_occ_033__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مصمم.,الوظيفة المكتوبة في البروفايل: مصممة.,36,37,-1,1,5,5,0,0,False,مصمم,مصممة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,468,v5_job_title__occ_079_v3balanced_occ_034__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مصور.,المسمى الوظيفي في السيرة الذاتية: مصورة.,39,40,-1,1,6,6,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,469,v5_job_title__occ_079_v3balanced_occ_034__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مصور.,عنوان الوظيفة في الإعلان: مصورة.,31,32,-1,1,5,5,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,470,v5_job_title__occ_079_v3balanced_occ_034__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مصور.,المسمى المهني المسجل في ملف الموارد البشرية: مصورة.,50,51,-1,1,8,8,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,471,v5_job_title__occ_079_v3balanced_occ_034__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مصور.,المسمى الوظيفي في الـ CV: مصورة.,31,32,-1,1,6,6,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,472,v5_job_title__occ_079_v3balanced_occ_034__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مصور.,عنوان الشغل في الإعلان: مصورة.,29,30,-1,1,5,5,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,473,v5_job_title__occ_079_v3balanced_occ_034__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مصور.,الوظيفة المكتوبة في البروفايل: مصورة.,36,37,-1,1,5,5,0,0,False,مصور,مصورة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,474,v5_job_title__occ_080_v3balanced_occ_035__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: فنان.,المسمى الوظيفي في السيرة الذاتية: فنانة.,39,40,-1,1,6,6,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,475,v5_job_title__occ_080_v3balanced_occ_035__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: فنان.,عنوان الوظيفة في الإعلان: فنانة.,31,32,-1,1,5,5,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,476,v5_job_title__occ_080_v3balanced_occ_035__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: فنان.,المسمى المهني المسجل في ملف الموارد البشرية: فنانة.,50,51,-1,1,8,8,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,477,v5_job_title__occ_080_v3balanced_occ_035__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: فنان.,المسمى الوظيفي في الـ CV: فنانة.,31,32,-1,1,6,6,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,478,v5_job_title__occ_080_v3balanced_occ_035__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: فنان.,عنوان الشغل في الإعلان: فنانة.,29,30,-1,1,5,5,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,479,v5_job_title__occ_080_v3balanced_occ_035__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: فنان.,الوظيفة المكتوبة في البروفايل: فنانة.,36,37,-1,1,5,5,0,0,False,فنان,فنانة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,480,v5_job_title__occ_081_v3balanced_occ_036__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: صانع محتوى.,المسمى الوظيفي في السيرة الذاتية: صانعة محتوى.,45,46,-1,1,7,7,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,481,v5_job_title__occ_081_v3balanced_occ_036__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: صانع محتوى.,عنوان الوظيفة في الإعلان: صانعة محتوى.,37,38,-1,1,6,6,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,482,v5_job_title__occ_081_v3balanced_occ_036__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: صانع محتوى.,المسمى المهني المسجل في ملف الموارد البشرية: صانعة محتوى.,56,57,-1,1,9,9,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,483,v5_job_title__occ_081_v3balanced_occ_036__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: صانع محتوى.,المسمى الوظيفي في الـ CV: صانعة محتوى.,37,38,-1,1,7,7,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,484,v5_job_title__occ_081_v3balanced_occ_036__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: صانع محتوى.,عنوان الشغل في الإعلان: صانعة محتوى.,35,36,-1,1,6,6,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,485,v5_job_title__occ_081_v3balanced_occ_036__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: صانع محتوى.,الوظيفة المكتوبة في البروفايل: صانعة محتوى.,42,43,-1,1,6,6,0,0,False,صانع محتوى,صانعة محتوى,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,486,v5_job_title__occ_082_v3balanced_occ_058__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: محرر.,المسمى الوظيفي في السيرة الذاتية: محررة.,39,40,-1,1,6,6,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,487,v5_job_title__occ_082_v3balanced_occ_058__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: محرر.,عنوان الوظيفة في الإعلان: محررة.,31,32,-1,1,5,5,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,488,v5_job_title__occ_082_v3balanced_occ_058__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: محرر.,المسمى المهني المسجل في ملف الموارد البشرية: محررة.,50,51,-1,1,8,8,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,489,v5_job_title__occ_082_v3balanced_occ_058__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: محرر.,المسمى الوظيفي في الـ CV: محررة.,31,32,-1,1,6,6,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,490,v5_job_title__occ_082_v3balanced_occ_058__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: محرر.,عنوان الشغل في الإعلان: محررة.,29,30,-1,1,5,5,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,491,v5_job_title__occ_082_v3balanced_occ_058__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: محرر.,الوظيفة المكتوبة في البروفايل: محررة.,36,37,-1,1,5,5,0,0,False,محرر,محررة,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,492,v5_job_title__occ_083_v3balanced_occ_059__msa_cv_job_title,Media_Creative,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مقدم برامج.,المسمى الوظيفي في السيرة الذاتية: مقدمة برامج.,45,46,-1,1,7,7,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,493,v5_job_title__occ_083_v3balanced_occ_059__msa_job_ad_title,Media_Creative,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مقدم برامج.,عنوان الوظيفة في الإعلان: مقدمة برامج.,37,38,-1,1,6,6,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,494,v5_job_title__occ_083_v3balanced_occ_059__msa_hr_record_title,Media_Creative,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مقدم برامج.,المسمى المهني المسجل في ملف الموارد البشرية: مقدمة برامج.,56,57,-1,1,9,9,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,495,v5_job_title__occ_083_v3balanced_occ_059__egy_cv_job_title,Media_Creative,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مقدم برامج.,المسمى الوظيفي في الـ CV: مقدمة برامج.,37,38,-1,1,7,7,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,496,v5_job_title__occ_083_v3balanced_occ_059__egy_job_ad_title,Media_Creative,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مقدم برامج.,عنوان الشغل في الإعلان: مقدمة برامج.,35,36,-1,1,6,6,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,497,v5_job_title__occ_083_v3balanced_occ_059__egy_profile_job_title,Media_Creative,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مقدم برامج.,الوظيفة المكتوبة في البروفايل: مقدمة برامج.,42,43,-1,1,6,6,0,0,False,مقدم برامج,مقدمة برامج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,498,v5_job_title__occ_084_academic_supervisor__msa_cv_job_title,Education,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مشرف أكاديمي.,المسمى الوظيفي في السيرة الذاتية: مشرفة أكاديمية.,47,49,-2,2,7,7,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,499,v5_job_title__occ_084_academic_supervisor__msa_job_ad_title,Education,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مشرف أكاديمي.,عنوان الوظيفة في الإعلان: مشرفة أكاديمية.,39,41,-2,2,6,6,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
